Id	InstrumentId	InstrumentMapping	InstrumentMappingId	Isin	Isin_Status	Desc	Issuer	IssuerId	IssuerType	MarketId	ParValue	SecurityType	SecurityTypeStr	Status	StatusStr	TermCode	Ticker	Type	TypeStr	PriceMultiplier	ExternalId	ExternalSource	DeliveryMethod	Eligibility	ErrorMsg	ErrorFlag	DateStart	DateStop	DateSettl	DateSettl_Status	DateIssue	Currency	CurrencyStr	CurrencyDefaultFlag	Date	Country	Code	CodeType
T99	T99	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000188799_0_,ALL.CM_INSTRUMENT.MPP.FR0000188799"	ACM=0_2_FR0000188799_0_|MPP=FR0000188799	FR0000188799	0	FRTR 3.15 07/25/32	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COEC7356149				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20021031	1	EUR	0	20170724	FR	EC7356149	1
T110	T110	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010070060_0_,ALL.CM_INSTRUMENT.MPP.FR0010070060,ALL.CM_INSTRUMENT.SDS.0_2_FR0010070060_0_"	ACM=0_2_FR0010070060_0_|MPP=FR0010070060|SDS=0_2_FR0010070060_0_	FR0010070060	0	FRTR 4.75 04/25/35	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COED3871594				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20040406	1	EUR	0	20170724	FR	ED3871594	1
T100	T100	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000570830_0_,ALL.CM_INSTRUMENT.MPP.FR0000570830"	ACM=0_2_FR0000570830_0_|MPP=FR0000570830	FR0000570830	0	FRTRS 25/04/15	FRANCE O.A.T. STRIP	26	Government		0	2	Cash	40	Open		FRTRS	2	Cash	0.01	FR0000570830				<ValidationErr><ValidationWarn>	0	0	0	20150425	128	19920511	1	EUR	0	20170724	US	GG7127184	1
T101	T101	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000570855_0_,ALL.CM_INSTRUMENT.MPP.FR0000570855"	ACM=0_2_FR0000570855_0_|MPP=FR0000570855	FR0000570855	0	FRTRS 25/04/16	FRANCE O.A.T. STRIP	26	Government		0	2	Cash	40	Open		FRTRS	2	Cash	0.01	FR0000570855				<ValidationErr><ValidationWarn>	0	0	0	20160425	128	19920511	1	EUR	0	20170724	US	GG7127192	1
T103	T103	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000570905_0_,ALL.CM_INSTRUMENT.MPP.FR0000570905"	ACM=0_2_FR0000570905_0_|MPP=FR0000570905	FR0000570905	0	FRTRS ZERO 10/18	France	24	Government		0	2	Cash	40	Open		FRTRS	2	Cash	0.01	FR0000570905				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19910612	1	EUR	0	20170724	FR	GG7088238	1
T106	T106	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000570921_0_,ALL.CM_INSTRUMENT.MPP.FR0000570921"	ACM=0_2_FR0000570921_0_|MPP=FR0000570921	FR0000570921	0	FRTR 8.5 10/25/19	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COGG7011974				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19890125	1	EUR	0	20170724	FR	GG7011974	1
T105	T105	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000570962_0_,ALL.CM_INSTRUMENT.MPP.FR0000570962"	ACM=0_2_FR0000570962_0_|MPP=FR0000570962	FR0000570962	0	FRTRS 25/04/20	FRANCE O.A.T. STRIP	26	Government		0	2	Cash	40	Open		FRTRS	2	Cash	0.01	FR0000570962				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	19920511	1	EUR	0	20170724	FR	GG7127242	1
T108	T108	"ALL.CM_INSTRUMENT.ACM.0_2_FR0000571085_0_,ALL.CM_INSTRUMENT.MPP.FR0000571085,ALL.CM_INSTRUMENT.SDS.0_2_FR0000571085_0_"	ACM=0_2_FR0000571085_0_|MPP=FR0000571085|SDS=0_2_FR0000571085_0_	FR0000571085	0	FRTR 8.5 04/25/23	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COGG7112335				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19920127	1	EUR	0	20170724	FR	GG7112335	1
T109	T109	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010112052_0_,ALL.CM_INSTRUMENT.MPP.FR0010112052"	ACM=0_2_FR0010112052_0_|MPP=FR0010112052	FR0010112052	0	FRTR 4.0 10/25/14	France	24	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COED5882433				<ValidationErr><ValidationWarn>	0	0	0	20141025	128	20040907	1	EUR	0	20170724	FR	ED5882433	1
T112	T112	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010235176_0_,ALL.CM_INSTRUMENT.MPP.FR0010235176"	ACM=0_2_FR0010235176_0_|MPP=FR0010235176	FR0010235176	0	FRTR 1.0 07/25/17	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COEF0810905				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20050920	1	EUR	0	20170724	FR	EF0810905	1
T113	T113	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010447367_0_,ALL.CM_INSTRUMENT.MPP.FR0010447367,ALL.CM_INSTRUMENT.SDS.0_2_FR0010447367_0_"	ACM=0_2_FR0010447367_0_|MPP=FR0010447367|SDS=0_2_FR0010447367_0_	FR0010447367	0	FRTR 1.8 07/25/40	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COEG2406866				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20070314	1	EUR	0	20170724	FR	EG2406866	1
T117	T117	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010604983_0_,ALL.CM_INSTRUMENT.MPP.FR0010604983"	ACM=0_2_FR0010604983_0_|MPP=FR0010604983	FR0010604983	0	FRTR 4.0 04/25/18	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COEH2878625				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20080408	1	EUR	0	20170724	FR	EH2878625	1
T119	T119	"ALL.CM_INSTRUMENT.ACM.0_2_FR0010773192_0_,ALL.CM_INSTRUMENT.MPP.FR0010773192,ALL.CM_INSTRUMENT.SDS.0_2_FR0010773192_0_"	ACM=0_2_FR0010773192_0_|MPP=FR0010773192|SDS=0_2_FR0010773192_0_	FR0010773192	0	FRTR 4.5 04/25/41	FRANCE (GOVT OF)	25	Government		0	2	Cash	40	Open		FRTR	2	Cash	0.01	COEH8786723				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20090630	1	EUR	0	20170724	FR	EH8786723	1
T154	T154	"ALL.CM_INSTRUMENT.ACM.0_2_IT0000366655_0_,ALL.CM_INSTRUMENT.MPP.IT0000366655"	ACM=0_2_IT0000366655_0_|MPP=IT0000366655	IT0000366655	0	BTPS 9.0 11/01/23	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COGG7178740				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19931118	1	EUR	0	20170724	IT	GG7178740	1
T156	T156	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001086567_0_,ALL.CM_INSTRUMENT.MPP.IT0001086567"	ACM=0_2_IT0001086567_0_|MPP=IT0001086567	IT0001086567	0	BTPS 7.25 11/01/26	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COGG7302712				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19970203	1	EUR	0	20170724	IT	GG7302712	1
T158	T158	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001246799_0_,ALL.CM_INSTRUMENT.MPP.IT0001246799"	ACM=0_2_IT0001246799_0_|MPP=IT0001246799	IT0001246799	0	BTPSR 01/11/23	BUONI POLIENNALI PRINCIP	34	Government		0	2	Cash	40	Open		BTPSR	2	Cash	0.01	IT0001246799				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	19980727	1	EUR	0	20170724	IT	EC0129931	1
T157	T157	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247144_0_,ALL.CM_INSTRUMENT.MPP.IT0001247144"	ACM=0_2_IT0001247144_0_|MPP=IT0001247144	IT0001247144	0	BTPSS 01/11/14	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001247144				<ValidationErr><ValidationWarn>	0	0	0	20141101	128	19980727	1	EUR	0	20170724	IT	CP5087756	1
T159	T159	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247151_0_,ALL.CM_INSTRUMENT.MPP.IT0001247151"	ACM=0_2_IT0001247151_0_|MPP=IT0001247151	IT0001247151	0	BTPSS 01/05/15	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001247151				<ValidationErr><ValidationWarn>	0	0	0	20150501	128	19980727	1	EUR	0	20170724	IT	CP5087764	1
T160	T160	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247169_0_,ALL.CM_INSTRUMENT.MPP.IT0001247169"	ACM=0_2_IT0001247169_0_|MPP=IT0001247169	IT0001247169	0	BTPSS 01/11/15	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001247169				<ValidationErr><ValidationWarn>	0	0	0	20151101	128	19980727	1	EUR	0	20170724	IT	CP5087772	1
T248	T248	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EN47_0_,ALL.CM_INSTRUMENT.MPP.US912810EN47"	ACM=0_2_US912810EN47_0_|MPP=US912810EN47	US912810EN47	0	T 7.625 11/22	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	US912810EN47				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19921116	2	USD	0	20170724	US	912810EN4	1
T161	T161	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247227_0_,ALL.CM_INSTRUMENT.MPP.IT0001247227"	ACM=0_2_IT0001247227_0_|MPP=IT0001247227	IT0001247227	0	BTPSS ZER 11/01/18	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	COCP5087830				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19980727	1	EUR	0	20170724	IT	CP5087830	1
T249	T249	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EP94_0_,ALL.CM_INSTRUMENT.MPP.US912810EP94"	ACM=0_2_US912810EP94_0_|MPP=US912810EP94	US912810EP94	0	T 7.125 02/15/23	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EP9				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19930216	2	USD	0	20170724	US	912810EP9	1
T312	T312	"ALL.CM_INSTRUMENT.ACM.0_2_US912828LZ10_0_,ALL.CM_INSTRUMENT.MPP.US912828LZ10"	ACM=0_2_US912828LZ10_0_|MPP=US912828LZ10	US912828LZ10	0	T 2.125 11/30/14	USA	49	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912828LZ1				<ValidationErr><ValidationWarn>	0	0	0	20141130	128	20091130	2	USD	0	20170724	US	912828LZ1	1
T163	T163	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247359_0_,ALL.CM_INSTRUMENT.MPP.IT0001247359"	ACM=0_2_IT0001247359_0_|MPP=IT0001247359	IT0001247359	0	BTPSS 01/05/25	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001247359				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	19980727	1	EUR	0	20170724	IT	CP5087962	1
T255	T255	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EX29_0_,ALL.CM_INSTRUMENT.MPP.US912810EX29"	ACM=0_2_US912810EX29_0_|MPP=US912810EX29	US912810EX29	0	T 6.75 08/15/26	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EX2				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19960815	2	USD	0	20170724	US	912810EX2	1
T256	T256	"ALL.CM_INSTRUMENT.ACM.0_2_US912810EY02_0_,ALL.CM_INSTRUMENT.MPP.US912810EY02,ALL.CM_INSTRUMENT.SDS.0_2_US912810EY02_0_"	ACM=0_2_US912810EY02_0_|MPP=US912810EY02|SDS=0_2_US912810EY02_0_	US912810EY02	0	T 6.5 11/15/26	US TREASURY N/B	60	Government		0	2	Cash	40	Open		T	2	Cash	0.01	GV912810EY0				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19961115	2	USD	0	20170724	US	912810EY0	1
T165	T165	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001247409_0_,ALL.CM_INSTRUMENT.MPP.IT0001247409"	ACM=0_2_IT0001247409_0_|MPP=IT0001247409	IT0001247409	0	BTPSS 01/11/27	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001247409				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	19980727	1	EUR	0	20170724	IT	CP5088010	1
T166	T166	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001278511_0_,ALL.CM_INSTRUMENT.MPP.IT0001278511"	ACM=0_2_IT0001278511_0_|MPP=IT0001278511	IT0001278511	0	BTPS 5.25 11/01/29	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COEC0659473				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19981118	1	EUR	0	20170724	IT	EC0659473	1
T168	T168	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001444378_0_,ALL.CM_INSTRUMENT.MPP.IT0001444378"	ACM=0_2_IT0001444378_0_|MPP=IT0001444378	IT0001444378	0	BTPS 6.0 05/01/31	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COEC2373701				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20000317	1	EUR	0	20170724	IT	EC2373701	1
T169	T169	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001464186_0_,ALL.CM_INSTRUMENT.MPP.IT0001464186"	ACM=0_2_IT0001464186_0_|MPP=IT0001464186	IT0001464186	0	BTPSR 01/05/31	BUONI POLIENNALI PRINCIP	34	Government		0	2	Cash	40	Open		BTPSR	2	Cash	0.01	IT0001464186				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20000317	1	EUR	0	20170724	IT	EC2917820	1
T170	T170	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001464202_0_,ALL.CM_INSTRUMENT.MPP.IT0001464202"	ACM=0_2_IT0001464202_0_|MPP=IT0001464202	IT0001464202	0	BTPSS 01/11/30	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001464202				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20000317	1	EUR	0	20170724	IT	EC2918380	1
T171	T171	"ALL.CM_INSTRUMENT.ACM.0_2_IT0001464210_0_,ALL.CM_INSTRUMENT.MPP.IT0001464210"	ACM=0_2_IT0001464210_0_|MPP=IT0001464210	IT0001464210	0	BTPSS 01/05/31	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0001464210				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20000317	1	EUR	0	20170724	IT	EC2918448	1
T184	T184	ALL.CM_INSTRUMENT.MPP.IT0003625909	MPP=IT0003625909	IT0003625909	0	BTPS 2.15 09/15/14	Italy	35	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COED3279921				<ValidationErr><ValidationWarn>	0	0	0	20140915	128	20040218	1	EUR	0	20170724	IT	ED3279921	1
T172	T172	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003242747_0_,ALL.CM_INSTRUMENT.MPP.IT0003242747"	ACM=0_2_IT0003242747_0_|MPP=IT0003242747	IT0003242747	0	BTPS 5.25 08/01/17	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COEC5202683				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20020214	1	EUR	0	20170724	IT	EC5202683	1
T173	T173	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003246268_0_,ALL.CM_INSTRUMENT.MPP.IT0003246268"	ACM=0_2_IT0003246268_0_|MPP=IT0003246268	IT0003246268	0	BTPSS 01/08/17	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003246268				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020214	1	EUR	0	20170724	IT	EC5584338	1
T174	T174	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003246284_0_,ALL.CM_INSTRUMENT.MPP.IT0003246284"	ACM=0_2_IT0003246284_0_|MPP=IT0003246284	IT0003246284	0	BTPSS 01/02/17	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003246284				<ValidationErr><ValidationWarn>	0	0	0	20170201	128	20020214	1	EUR	0	20170724	IT	EC5584270	1
T175	T175	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003246292_0_,ALL.CM_INSTRUMENT.MPP.IT0003246292"	ACM=0_2_IT0003246292_0_|MPP=IT0003246292	IT0003246292	0	BTPSS 01/08/16	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003246292				<ValidationErr><ValidationWarn>	0	0	0	20160801	128	20020214	1	EUR	0	20170724	IT	EC5584239	1
T177	T177	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003246342_0_,ALL.CM_INSTRUMENT.MPP.IT0003246342"	ACM=0_2_IT0003246342_0_|MPP=IT0003246342	IT0003246342	0	BTPSS 01/02/15	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003246342				<ValidationErr><ValidationWarn>	0	0	0	20150201	128	20020214	1	EUR	0	20170724	IT	EC5583918	1
T176	T176	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003246359_0_,ALL.CM_INSTRUMENT.MPP.IT0003246359"	ACM=0_2_IT0003246359_0_|MPP=IT0003246359	IT0003246359	0	BTPSS 01/08/14	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003246359				<ValidationErr><ValidationWarn>	0	0	0	20140801	128	20020214	1	EUR	0	20170724	IT	EC5583892	1
T178	T178	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003256820_0_,ALL.CM_INSTRUMENT.MPP.IT0003256820"	ACM=0_2_IT0003256820_0_|MPP=IT0003256820	IT0003256820	0	BTPS 5.75 02/01/33	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COEC5346845				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20020318	1	EUR	0	20170724	IT	EC5346845	1
T180	T180	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003268833_0_,ALL.CM_INSTRUMENT.MPP.IT0003268833"	ACM=0_2_IT0003268833_0_|MPP=IT0003268833	IT0003268833	0	BTPSS 01/08/25	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003268833				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020318	1	EUR	0	20170724	IT	EC5587760	1
T181	T181	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003268874_0_,ALL.CM_INSTRUMENT.MPP.IT0003268874"	ACM=0_2_IT0003268874_0_|MPP=IT0003268874	IT0003268874	0	BTPSS 01/02/27	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003268874				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020318	1	EUR	0	20170724	IT	EC5588461	1
T182	T182	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003268932_0_,ALL.CM_INSTRUMENT.MPP.IT0003268932"	ACM=0_2_IT0003268932_0_|MPP=IT0003268932	IT0003268932	0	BTPSS 01/08/29	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003268932				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020318	1	EUR	0	20170724	IT	EC5588826	1
T183	T183	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003268957_0_,ALL.CM_INSTRUMENT.MPP.IT0003268957"	ACM=0_2_IT0003268957_0_|MPP=IT0003268957	IT0003268957	0	BTPSS 01/02/30	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003268957				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020318	1	EUR	0	20170724	IT	EC5588867	1
T185	T185	"ALL.CM_INSTRUMENT.ACM.0_2_IT0003269039_0_,ALL.CM_INSTRUMENT.MPP.IT0003269039"	ACM=0_2_IT0003269039_0_|MPP=IT0003269039	IT0003269039	0	BTPSS 01/08/32	BUONI POLIENNALI STRIP	33	Government		0	2	Cash	40	Open		BTPSS	2	Cash	0.01	IT0003269039				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020318	1	EUR	0	20170724	IT	EC5588982	1
T186	T186	"ALL.CM_INSTRUMENT.ACM.0_2_IT0004019581_0_,ALL.CM_INSTRUMENT.MPP.IT0004019581"	ACM=0_2_IT0004019581_0_|MPP=IT0004019581	IT0004019581	0	BTPS 3.75 08/01/16	BUONI POLIENNALI DEL TES	32	Government		0	2	Cash	40	Open		BTPS	2	Cash	0.01	COEF2951483				<ValidationErr><ValidationWarn>	0	0	0	20160801	128	20060301	1	EUR	0	20170724	IT	EF2951483	1
T196	T196	"ALL.CM_INSTRUMENT.ACM.0_2_NL0000102234_0_,ALL.CM_INSTRUMENT.MPP.NL0000102234"	ACM=0_2_NL0000102234_0_|MPP=NL0000102234	NL0000102234	0	NETHER 4.0 01/15/37	NETHERLANDS GOVERNMENT	42	Government		0	2	Cash	40	Open		NETHER	2	Cash	0.01	COED9083541				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	20050425	1	EUR	0	20170724	NL	ED9083541	1
T198	T198	"ALL.CM_INSTRUMENT.ACM.0_2_NL0000103349_0_,ALL.CM_INSTRUMENT.MPP.NL0000103349"	ACM=0_2_NL0000103349_0_|MPP=NL0000103349	NL0000103349	0	NETHRS ZER 01/15/27	NETHERLAND GOVT STRIP	44	Government		0	2	Cash	40	Open		NETHRS	2	Cash	0.01	COGG7383944				<ValidationErr><ValidationWarn>	0	0	0	20170724	128	19980115	1	EUR	0	20170724	NL	GG7383944	1
C381	C381	"ALL.CM_INSTRUMENT.ACM.0_2_US0000114456_0_,ALL.CM_INSTRUMENT.MPP.US0000114456"	ACM=0_2_US0000114456_0_|MPP=US0000114456	US0000114456	0	TR BND 12/31/99A	UNKN	48			0	2	Cash	40	Open		TR	2	Cash	0.01	US0000114456				<ValidationErr><ValidationWarn>CUSIP -- is required and has to be 9 character ID.	0	0	0	20170724	128	19970101	2	USD	0	20170724	US	11445	1
C382	C382	"ALL.CM_INSTRUMENT.ACM.0_2_US0000114522_0_,ALL.CM_INSTRUMENT.MPP.US0000114522"	ACM=0_2_US0000114522_0_|MPP=US0000114522	US0000114522	0	TR BND 12/31/99B	UNKN	48			0	2	Cash	40	Open		TR	2	Cash	0.01	US0000114522				<ValidationErr><ValidationWarn>CUSIP -- is required and has to be 9 character ID.	0	0	0	20170724	128	19970101	2	USD	0	20170724	US	11452	1
C383	C383	"ALL.CM_INSTRUMENT.ACM.0_2_US0000190266_0_,ALL.CM_INSTRUMENT.MPP.US0000190266"	ACM=0_2_US0000190266_0_|MPP=US0000190266	US0000190266	0	TR BND 12/31/99G	UNKN	48			0	2	Cash	40	Open		TR	2	Cash	0.01	US0000190266				<ValidationErr><ValidationWarn>CUSIP -- is required and has to be 9 character ID.	0	0	0	20170724	128	19970101	2	USD	0	20170724	US	19026	1
C384	C384	"ALL.CM_INSTRUMENT.ACM.0_2_US0000191587_0_,ALL.CM_INSTRUMENT.MPP.US0000191587"	ACM=0_2_US0000191587_0_|MPP=US0000191587	US0000191587	0	TR BND 12/31/99H	UNKN	48			0	2	Cash	40	Open		TR	2	Cash	0.01	US0000191587				<ValidationErr><ValidationWarn>CUSIP -- is required and has to be 9 character ID.	0	0	0	20170724	128	19970101	2	USD	0	20170724	US	19158	1
C213	C213	"ALL.CM_INSTRUMENT.ACM.0_2_US018490AD46_0_,ALL.CM_INSTRUMENT.MPP.US018490AD46"	ACM=0_2_US018490AD46_0_|MPP=US018490AD46	US018490AD46	0	AGN 06/11/22 144A	ALLERGAN INC	53	"Consumer, Non-cyclical"		0	2	Cash	40	Open		AGN	2	Cash	0.01	US018490AD46				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20021106	2	USD	0	20170724	US	018490AD4	1
T206	T206	"ALL.CM_INSTRUMENT.ACM.0_2_US371488AP23_0_,ALL.CM_INSTRUMENT.MPP.US371488AP23"	ACM=0_2_US371488AP23_0_|MPP=US371488AP23	US371488AP23	0	FICC FWD US TSY < 10YR	USA	49			0	2	Cash	40	Open		FICC	2	Cash	0.01	US371488AP23				<ValidationErr><ValidationWarn>	0	0	0	20150507	128	19960507	2	USD	0	20170724	US	371488AP2	1
C224	C224	"ALL.CM_INSTRUMENT.ACM.0_2_US514886AC47_0_,ALL.CM_INSTRUMENT.MPP.US514886AC47"	ACM=0_2_US514886AC47_0_|MPP=US514886AC47	US514886AC47	0	LBBW 7.62 02/23	LB BADEN-WUERTTEMBERG	56	Financial		0	2	Cash	40	Open		LBBW	2	Cash	0.01	US514886AC47				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	19930210	2	USD	0	20170724	DE	514886AC4	1
C208	C208	"ALL.CM_INSTRUMENT.ACM.0_2_US67612WAA62_0_,ALL.CM_INSTRUMENT.MPP.US67612WAA62"	ACM=0_2_US67612WAA62_0_|MPP=US67612WAA62	US67612WAA62	0	FFHCN 4.37 06/22	ODYSSEY RE HOLDINGS	51	Financial		0	2	Cash	40	Open		FFHCN	2	Cash	0.01	US67612WAA62				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20020618	2	USD	0	20170724	US	67612WAA6	1
C209	C209	"ALL.CM_INSTRUMENT.ACM.0_2_US695112AF96_0_,ALL.CM_INSTRUMENT.MPP.US695112AF96"	ACM=0_2_US695112AF96_0_|MPP=US695112AF96	US695112AF96	0	UNH 3.00 10/32	PACIFICARE HEALTH SYS	52	"Consumer, Non-cyclical"		0	2	Cash	40	Open		UNH	2	Cash	0.01	US695112AF96				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20021122	2	USD	0	20170724	US	695112AF9	1
C227	C227	"ALL.CM_INSTRUMENT.ACM.0_2_US868536AN30_0_,ALL.CM_INSTRUMENT.MPP.US868536AN30"	ACM=0_2_US868536AN30_0_|MPP=US868536AN30	US868536AN30	0	SVU 02/11/31 144A	SUPERVALU INC	58	"Consumer, Non-cyclical"		0	2	Cash	40	Open		SVU	2	Cash	0.01	US868536AN30				<ValidationErr><ValidationWarn>	0	0	0	20170727	128	20011102	2	USD	0	20170724	US	868536AN3	1
